"pmid","article_title","journal_issue_id"
"17942","The outbreak of equine influenza in England: January 1976.",7606
"17943","[Physician assistant's role in the diagnosis of chronic obstructive bronchopneumopathies in the hospital and in ambulatory care].",7607
"17944","Aneurysms of the coronary arteries in infants and children. A review, and report of six cases.",7608
"17945","[Cardiac output, blood gas analysis and the acid-base state of the blood in chronic cor pulmonale].",7609
"17946","An extended role for physician extenders.",7610
"17947","A physician extender training program based on clinical algorithms.",7610
"17948","[Aspartate transfer across the blood-retina barrier (author's transl)].",7611
"17949","[Recent concepts of respiratory regulation (author's transl)].",7612
"17950","Regulative influence of o-aminobenzoic acid on the biosynthesis of nourseothricin in cultures of Streptomyces noursei JA 3890b. II. Regulation of glutamine synthetase and the role of the glutamine synthetase/glutamate synthase pathway.",7613
"17951","[Bistability in the activity of glutamine synthetase in ammonium-limiting chemostat cultures of Escherichia coli ML 30].",7613
"17952","Change of rH2 depending on iron oxidation by Thiobacillus ferrooxidans and on mineral acid concentration.",7613
"17953","[New view points on the treatment of heart insufficiency].",7614
"17954","[Current treatment of arterial hypertension].",7614
"17955","[Current treatment of chronic ischemic heart disease].",7614
"17956","[Ambulatory treatment of depressive-vegetative failure- and fatigue syndromes].",7614
"17957","[The problems of adverse effects to the liver of alpha-methyldopa].",7615
"17960","Physician extenders and primary care...an international perspective.",7616
"17958","Regulation and characterization of L-serine: pyruvate aminotransferase in rat liver cytosol and mitochondria.",7617
"17961","[Swedish Association for Salaried Health Care and Nursing Employees: congress 1977].",7618
"17959","Identification of essential histidine residues of aminoacylase by photooxidation and by reaction with diethylpyrocarbonate.",7619
"17962","[Student laboratory assistants at annual meeting. Working environment a problem for us?].",7620
"17963","[Relationship between thermal treatment of milk and hysteresis of the milk protein system. II. Studies on casein micelles (author's transl)].",7621
"17964","[On the enzymatic breakdown of tripolyphosphate and diphosphate in comminuted meat. VII. Influence of sodium chloride on the tripolyphosphatase and diphosphatase activity in bovine muscle (author's transl)].",7621
"17965","[On the enzymatic breakdown of tripolyphosphate and diphosphate in comminuted meat. VIII. Influence of divalent cations on the tripolyphosphatase activity of muscle tissue (author's transl)].",7621
"17966","[The gingivo-therapeutic effect of ""medicated"" additives to toothpastes].",7622
"17967","[International Women's Day 1977].",7623
"17968","[Effect of barochamber hypoxia on erythropoiesis in response to blood loss in inflammation and overheating].",7624
"17969","[Use of blood from dead marmots for serological studies of plague in an epizootiological examination of the Tien Shan and Alai].",7624
"17970","[Radioisotopic indices of thyroid gland function in diffuse toxic goiter in the central Tien Shan mountains].",7624
"17971","[High-mountain hypoxia and blood regeneration in animals with experimental hyporegenerative anemia].",7624
"17972","[Effect of the milk from mothers receiving methylergometrine and hedge nettle extract on the physical development of the newborn infant].",7624
"17973","[State of oncological urology service to the population of the Kirghiz SSR].",7624
"17974","[Resistance of the skeletal muscles and the myoglobin content in them in high-mountain acclimatized and low-mountain readapted white rats].",7624
"17975","[Detection of Salmonella antigens in the neutralization reaction (ANR)].",7624
"17976","[Vibrio background in the city of Frunze].",7624
"17977","[Clinical characteristics of Botkin's disease in children in the 1st year of life].",7624
"17978","[Hypothalamic visceropathy in the clinical aspects of internal diseases].",7624
"17979","[Anisekonia in the pathology of binocular vision and the methods for its study].",7624
"17980","[Resection of the left lobe of the liver for cavernoma].",7624
"17983","Factors influencing L-asparaginase production by staphylococci.",7625
"17981","[Mirsaid Mirkhamidovich Mirrakhimov (on his 50th birthday)].",7624
"17984","Subcellular distribution and properties of alkaline inorganic pyrophosphatase of maize leaves.",7626
"17982","[Mechanism of autoantibody formation in tuberculosis].",7624
"17985","Acid phosphatase of the yeast Rhodotorula rubra. Purification and properties of the enzyme.",7626
"17986","[Proof of guanylate cyclase activity in the coronary artery of cattle].",7627
"17987","[Demonstration of protein kinase activities in the coronary artery of cattle].",7627
"17988","Effect of tilorone hydrochloride on graft-versus-host (GvH) reaction in mice.",7628
"17989","[An ion exchange method to determine free metal concentrations, adapted for use in biological fluids: methods and determination of (Mg2+)].",7628
"17990","Pulmonary complications, ventilation and blood gases after upper abdominal surgery.",7629
"17991","The cerebrovascular CO2 reactivity during the acute phase of brain injury.",7629
"17992","The pressure-flow relations of the canine brain in acute mechanically induced arterial hypertension at different levels of cerebral blood flow.",7629
"17993","Peroperative arterial blood pressure control in ophthalmological anaesthesia.",7629
"17994","Effects upon the fetus of oxygen administration to the mother. A study in monkey.",7630
"17995","The finding that secretory component is not associated with gamma-glutamyltranspeptidase activity.",7631
"17996","Atenolol in the treatment of angina pectoris.",7632
"17997","[Perineal testicular extopia].",7633
"17998","[Diagnostic pattern in nonpalpable testicles].",7633
"17999","[Contribution of ultrasonic diagnosis to intrascrotal pathology].",7634
"18001","Update on drug treatment of Parkinsonism.",7635
"18000","[Study of the function of the tubular acidification in 30 cases of Cacchi-Ricci disease].",7636
"18002","Acute myocardial infarction and ischemic injury during surgery for coronary artery disease.",7637
"18003","Isolated coronary periarteritis: report of a case of unexpected death in a young pregnant woman.",7638
"18004","An isozyme of erythrocyte pyruvate kinase (PK-Los Angeles) with impaired kinetics corrected by fructose-1, 6-diphosphate.",7639
"18005","Bacteremia in hospitalized children.",7640
"18006","Effect of sodium taurocholate and ethanol on hydrogen ion absorption in rabbit esophagus.",7641
"18007","Effects of cimetidine, a histamine H2-receptor antagonist, on various experimental gastric and duodenal ulcers.",7642
"18008","Quantitative determination of four antihistamines in combination by high-pressure liquid chromatography.",7643
"18009","Bladder dysfunction after radical abdominal hysterectomy.",7644
"18010","Effects of prolonged infusion of beta-adrenergic agonists on uterine and umbilical blood flow in pregnant sheep.",7645
"18011","Thymic involution in murine graft-versus-host reaction. Epithelial injury mimicking human thymic dysplasia.",7646
"18013","Thyroid cold acclimation influences on norepinephrine metabolism in brown fat.",7647
"18012","The C cells (parafollicular cells) of the thyroid gland and medullary thyroid carcinoma. A review.",7646
"18014","Hexose monophosphate shunt in isolated cardiac myocytes from normal rats.",7647
"18015","HCO3- and H+ secretion in rat ileum in vivo.",7647
"18016","Neural control of glycogen content and its diurnal rhythm in mouse pineal cell.",7647
"18017","Function of human platelets during extracorporeal circulation.",7647
"18018","Development of SHR hypertension and cardiac hypertrophy during prolonged beta blockade.",7647
"18019","Effects of increased intracranial pressure on pulmonary vascular resistance of fetal and neonatal goats.",7647
"18020","Active alkalinization by amphibian gastric fundic mucosa in vitro.",7648
"18021","Pancreatic bicarbonate, serum gastrin, and secretin responses to meals varying in pH.",7648
"18022","Influence of aldosterone on renal ammonia production.",7648
"18023","Solute permeability of the alveolar epithelium in acute hemodynamic pulmonary edema in dogs.",7648
"18024","Prostaglandin metabolism in the kidneys of spontaneously hypertensive rats.",7648
"18025","Properties of the laryngeal chemoreflex in neonatal piglets.",7648
"18026","Surgical management of ulcerative colitis in childhood.",7649
"18027","[The aging alimentary tract (author's transl)].",7650
"18028","[Differentiation of the aging intestinal epithelium by morphology, histochemistry and discelectrophoresis (author's transl)].",7650
"18029","[Gastroscopic findings in aged patients (author's transl)].",7650
"18030","[Gastroduodenal ulcers in patients of a geriatric hospital (author's transl)].",7650
"18031","[Ischemic bowel disease (author's transl)].",7650
"18032","[Dependence of diverticulosis on age (author's transl)].",7650
"18033","[Functional digestive troubles in old age (author's transl)].",7650
"18034","[Nutritional problems in old age (author's transl)].",7650
"18035","Age-dependent alterations of the rate of RNA synthesis in rat brain cell nuclei.",7651
"18036","[In vitro-phosphorylation of histones in chromatin of various tissues in relation to age (author's transl)].",7651
"18037","[RNA metabolism and ageing (author's transl)].",7651
